Record Length,2.500000e+03,,  -5.000000000000,   0.32800,
Sample Interval,4.000000e-03,,  -4.996000000000,   0.33600,
Trigger Point,1.250000000000e+03,,  -4.992000000000,   0.33600,
,,,  -4.988000000000,   0.34400,
,,,  -4.984000000000,   0.33600,
,,,  -4.980000000000,   0.33600,
Source,CH2,,  -4.976000000000,   0.34400,
Vertical Units,V,,  -4.972000000000,   0.33600,
Vertical Scale,2.000000e-01,,  -4.968000000000,   0.32800,
Vertical Offset,-8.560000e-01,,  -4.964000000000,   0.32800,
Horizontal Units,s,,  -4.960000000000,   0.33600,
Horizontal Scale,1.000000e+00,,  -4.956000000000,   0.32800,
Pt Fmt,Y,,  -4.952000000000,   0.32800,
Yzero,0.000000e+00,,  -4.948000000000,   0.32800,
Probe Atten,1.000000e+01,,  -4.944000000000,   0.33600,
Model Number,TDS1001B,,  -4.940000000000,   0.32800,
Serial Number,C059924,,  -4.936000000000,   0.34400,
Firmware Version,FV:v22.01,,  -4.932000000000,   0.32800,
,,,-04.928000000000,   0.32800,
,,,-04.924000000000,   0.33600,
,,,-04.920000000000,   0.32800,
,,,-04.916000000000,   0.33600,
,,,-04.912000000000,   0.32800,
,,,-04.908000000000,   0.33600,
,,,-04.904000000000,   0.33600,
,,,-04.900000000000,   0.32000,
,,,-04.896000000000,   0.32800,
,,,-04.892000000000,   0.33600,
,,,-04.888000000000,   0.32800,
,,,-04.884000000000,   0.32800,
,,,-04.880000000000,   0.32800,
,,,-04.876000000000,   0.32800,
,,,-04.872000000000,   0.32800,
,,,-04.868000000000,   0.33600,
,,,-04.864000000000,   0.33600,
,,,-04.860000000000,   0.32800,
,,,-04.856000000000,   0.32800,
,,,-04.852000000000,   0.32000,
,,,-04.848000000000,   0.32800,
,,,-04.844000000000,   0.32800,
,,,-04.840000000000,   0.32000,
,,,-04.836000000000,   0.31200,
,,,-04.832000000000,   0.32000,
,,,-04.828000000000,   0.32800,
,,,-04.824000000000,   0.32800,
,,,-04.820000000000,   0.32800,
,,,-04.816000000000,   0.31200,
,,,-04.812000000000,   0.32000,
,,,-04.808000000000,   0.32800,
,,,-04.804000000000,   0.32000,
,,,-04.800000000000,   0.32000,
,,,-04.796000000000,   0.32000,
,,,-04.792000000000,   0.31200,
,,,-04.788000000000,   0.31200,
,,,-04.784000000000,   0.32000,
,,,-04.780000000000,   0.32000,
,,,-04.776000000000,   0.32000,
,,,-04.772000000000,   0.32000,
,,,-04.768000000000,   0.32000,
,,,-04.764000000000,   0.32000,
,,,-04.760000000000,   0.32000,
,,,-04.756000000000,   0.32000,
,,,-04.752000000000,   0.32000,
,,,-04.748000000000,   0.32000,
,,,-04.744000000000,   0.32800,
,,,-04.740000000000,   0.31200,
,,,-04.736000000000,   0.32000,
,,,-04.732000000000,   0.32000,
,,,-04.728000000000,   0.32000,
,,,-04.724000000000,   0.31200,
,,,-04.720000000000,   0.32000,
,,,-04.716000000000,   0.32800,
,,,-04.712000000000,   0.31200,
,,,-04.708000000000,   0.32000,
,,,-04.704000000000,   0.32000,
,,,-04.700000000000,   0.32000,
,,,-04.696000000000,   0.30400,
,,,-04.692000000000,   0.31200,
,,,-04.688000000000,   0.30400,
,,,-04.684000000000,   0.32000,
,,,-04.680000000000,   0.31200,
,,,-04.676000000000,   0.31200,
,,,-04.672000000000,   0.30400,
,,,-04.668000000000,   0.32000,
,,,-04.664000000000,   0.32800,
,,,-04.660000000000,   0.30400,
